"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"214";38,221;2,929;0,551;0,407;13,364;0,032;2,07;0,811;38,743;1,052;0,665;0;1,154;0
"215";18,772;10,388;0,79;0,154;1,153;0,107;2,544;1,058;61,949;1,027;2,018;0;0,039;0
"216";32,269;21,077;0,881;1,014;10,448;0,082;3,414;3,436;0;1,898;25,306;0;0,175;0
"217";16,287;17,896;0,333;0,117;2,539;0;3,372;1,723;44,946;9,647;3,022;0;0,119;0
"218";25,825;6,007;0,247;0,321;0,686;0,038;1,047;0,559;58,69;5,328;1,207;0;0,045;0
"219";41,172;10,63;1,413;0,906;7,755;0,37;19,677;10,253;0;2,101;5,615;0;0,108;0
"220";24,368;6,823;0,183;0;0,5;0;2,235;3,257;57,567;0,708;4,217;0;0,141;0
"221";27,315;14,038;0,242;0,419;0,837;1,532;4,443;2,282;41,487;3,637;3,331;0;0,439;0
"222";44,767;13,268;0,483;2,185;3,293;0,042;13,867;9,729;0;1,174;5,669;0;5,524;0
"223";26,694;9,658;0,61;1,401;0,489;0,407;6,007;1,253;31,736;15,984;5,564;0;0,197;0
"224";55,898;12,996;0,342;0,259;0,535;0,515;2,334;8,635;0;13,038;5,321;0;0,127;0
"225";15,159;3,267;0,237;0,424;0,663;0,932;0,869;3,25;72,993;0,508;1,495;0;0,203;0
"226";19,729;10,515;0,276;0,239;0,815;0,344;4,218;2,702;38,309;19,351;2,751;0;0,753;0
"227";13,231;6,104;0,266;0,109;1,907;0,138;1,728;5,342;59,867;5,484;5,525;0;0,298;0
"228";38,067;8,244;0,621;2,59;1,176;12,104;4,234;7,696;0;13,683;11,381;0;0,202;0
"229";27,259;18,264;0,991;2,17;7,698;0,153;19,353;11,464;0;6,55;4,091;0;2,006;0
"230";74,778;1,344;0,132;0,039;0,231;0;0,612;0,729;21,012;0,55;0,555;0;0,017;0
"231";25,233;60,55;0,037;0,623;0,167;0,072;0,249;1,803;9,857;0,204;1,168;0;0,037;0
"232";53,873;23,029;0,441;0,815;3,079;0,056;5,538;4,427;0;2,581;6,16;0;0;0
"233";77,77;1,905;0,132;0,125;0,184;0;0,971;1,005;14,346;2,657;0,883;0;0,021;0
"234";50,396;9,301;5,537;0,408;1,21;0,946;9,285;2,466;0;16,858;3,46;0;0,134;0
"235";18,95;6,401;0,338;0,242;1,515;0,088;1,469;3,707;48,139;14,712;4,39;0;0,048;0
"236";53,895;3,688;0,944;0,148;0,668;0;1,263;1,751;31,913;3,936;1,772;0;0,022;0
"237";57,906;8,184;0,136;0,529;0,565;0,014;1,978;1,051;27,265;0,818;1,444;0;0,111;0
"238";93,871;2,391;0,065;0,142;0,176;0,067;0,745;0,969;0;0,823;0,712;0;0,039;0
"239";10,505;20,168;1,373;0,09;0,465;0,23;3,122;0,952;60,101;0,605;2,222;0;0,167;0
"240";61,364;14,896;2,163;0,157;1,627;0,137;1,93;4,095;0;3,147;9,245;0;1,24;0
"241";53,602;21,849;0,842;0,091;4,599;0,39;4,346;7,619;0;1,48;4,821;0;0,362;0
"242";10,31;76,603;0,641;0,277;0,883;0,912;1,566;2,717;0;2,582;3,25;0;0,258;0
"243";75,337;4,424;0,546;0,283;0,517;0,394;1,103;1,284;13,744;0,851;1,515;0;0;0
"244";27,805;9,054;0,54;0,095;0,6;0,018;1,312;1,935;47,092;10,18;1,337;0;0,033;0
"245";20,278;14,711;0,344;0;1,966;0,098;3,17;2,213;53,35;1,217;2,653;0;0;0
"246";3,952;1,662;0,122;65,087;0,231;0,032;0,532;0,737;15,132;12,033;0,48;0;0;0
