"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13"
"805";0,114;9,142;0,539;0,079;3,411;40,009;0,279;40,499;0;0,175;5,432;0;0,321
"806";1,183;2,461;0,804;0,818;7,529;2,413;0,546;65,566;0;2,93;14,613;0;1,136
"807";0,721;9,536;1,486;0,589;2,379;10,076;3,482;48,97;0;3,203;16,371;0;3,186
"808";1,771;4,23;1,59;0,873;2,887;4,462;0;68,004;0;7,973;5,523;0;2,687
"809";0,55;1,597;0,833;0,041;0,418;50,822;0,122;37,038;0;3,72;4,606;0;0,253
"810";0,766;3,318;1,611;0,249;6,291;5,143;41,447;32,586;0;0,126;7,256;0;1,207
"811";0,16;1,716;4,326;0,23;6,008;4,049;0,631;36,225;0;0,162;46,217;0;0,275
"812";0,543;21,805;1,129;0,726;1,173;1,752;0,511;52,422;0;0,314;19,35;0;0,276
"813";0,069;0,378;0,893;0,089;0,23;0,151;0,043;97,444;0;0,014;0,584;0;0,105
"814";0,12;10,206;1,344;0,342;2,186;26,566;0,747;50,753;0;0,865;6,401;0;0,47
"815";0,541;14,576;0,342;0,674;18,727;1,764;0,273;58,41;0;0,407;3,557;0;0,729
"816";0,107;0,916;1,277;0,199;8,424;14,827;0,927;61,998;0;0,055;11,27;0;0
"817";0,082;1,31;0,877;0,191;3,628;12,265;0,142;78,097;0;0,245;1,866;0;1,297
"818";0,897;3,471;1,956;0,38;3,174;2,846;6,566;71,842;0;0,531;7,079;0;1,258
"819";0,547;1,899;1,333;0,748;2,974;4,04;3,289;77,428;0;2,314;4,728;0;0,7
"820";0,453;7,57;2,624;0,418;2,733;14,905;1,957;63,763;0;0,236;3,97;0;1,37
"821";0,326;8,466;2,113;0,317;13,649;4,111;0,918;59,656;0;0,462;8,478;0;1,503
"822";0,554;20,903;1,779;0,413;2,967;11,681;1,834;52,331;0;1,202;6,032;0;0,306
"823";0,215;0,92;1,274;0,225;6,177;2,482;2,582;81,858;0;0,809;3,128;0;0,332
"824";0,342;1,805;0,345;0,088;1,046;1,48;0,735;10,675;0;0,499;82,749;0;0,237
"825";0,51;4,361;19,805;0,321;13,474;5,429;0,426;34,111;0;0,728;20,501;0;0,334
"826";0,391;1,505;2,129;0,189;1,34;2,367;2,985;78,502;0;0,471;1,892;0;8,229
"827";0,446;9,837;1,132;0,242;52,789;5,503;0,496;26,016;0;0,493;2,161;0;0,883
"828";0,554;8,996;3,779;2,391;2,235;12,1;0,911;60,645;0;0,17;4,937;0;3,284
"829";0,239;3,009;1,875;0,129;10,445;24,44;1,632;49,97;0;0,636;6,455;0;1,169
"830";0,109;2,176;0,679;0,655;0,881;4,77;1,466;87,2;0;0,149;1,384;0;0,53
"831";0,3;2,298;1,469;0,688;3,696;9,67;2,059;69,251;0;0,599;5,092;0;4,877
"832";8,38;3,669;2,152;1,225;26,505;2,898;0,641;40,19;0;0,853;2,4;0;11,087
"833";1,108;10,378;3,744;0,252;1,681;6,195;0,676;54,995;0;2,513;12,612;0;5,847
"834";0,131;0,862;0,36;0,099;0,633;0,426;0,578;94,608;0;0,049;2,035;0;0,218
"835";0,597;3,661;11,899;0,49;5,684;7,866;1,067;64,896;0;0,137;3,283;0;0,421
"836";0,611;2,204;1,307;0,063;15,728;3,413;2,034;56,644;0;7,365;9,858;0;0,773
"837";0,061;0,585;0,58;0,217;1,292;0,314;4,805;90,04;0;0,038;1,867;0;0,2
"838";0,097;25,15;0,678;0,129;9,643;7,847;0,288;51,945;0;0,138;3,795;0;0,289
"839";0,893;10,313;0,646;0,115;1,474;3,23;1,476;79,222;0;0,311;1,662;0;0,658
"840";1,276;2,2;1,141;0,371;2,847;3,943;1,358;76,198;0;0,249;6,879;0;3,54
"841";0,489;2,478;5,381;0,593;2,935;5,516;0,728;71,08;0;0,64;9,199;0;0,96
"842";5,143;4,091;6,239;2,108;1,272;10,281;3,637;56,093;0;1,136;4,419;0;5,582
"843";0,391;3,32;2,454;0,176;3,917;46,808;0,815;37,689;0;0,637;2,539;0;1,254
"844";0,092;3,802;0,723;0,382;1,767;1,258;7,679;68,946;0;0,331;2,602;0;12,418
"845";0,431;5,863;1,494;0,254;5,819;11,747;4,703;60,736;0;1,659;4,786;0;2,508
"846";0,582;26,988;2,155;0,149;1,945;4,192;2,844;53,791;0;0,663;3,356;0;3,334
"847";2,147;1,331;1,576;0,175;3,913;5,295;1,211;64,206;0;14,604;4,535;0;1,006
"848";0,098;6,757;0,418;0,172;0,649;65,518;1,893;20,337;0;0,063;2,049;0;2,044
"849";0,239;3,904;0,522;0,217;1,252;22,272;47,969;18,364;0;0,158;4,287;0;0,816
"850";5,979;2,978;11,488;3,863;3,376;7,172;0,84;29,794;0;0,458;33,74;0;0,312
"851";0,169;45,996;1,001;0,118;3,65;1,42;10,07;32,165;0;0,487;3,378;0;1,547
"852";0,017;0,776;0,573;0,135;77,847;1,132;0,532;17,477;0;0,468;0,883;0;0,158
"853";1,149;1,236;0,89;0,14;1,309;1,267;0,79;86,405;0;0,409;6,075;0;0,33
"854";0,926;3,922;4,312;0,409;3,208;5,148;1,7;62,723;0;0,147;7,141;0;10,365
"855";3,072;3,428;2,758;3,027;6,572;3,58;0,633;64,018;0;0,505;10,916;0;1,49
"856";0,883;2,819;7,51;0,37;7,234;9,654;23,503;38,714;0;0,587;5,996;0;2,73
"857";0,197;9,886;1,107;0,226;2,606;4,452;0,801;48,521;0;0,15;30,925;0;1,13
"858";0,376;4,483;0,944;0,249;18,036;24,547;0,554;48,427;0;0,098;2,031;0;0,256
"859";0,786;2,155;1,9;0,457;1,761;9,882;1,739;77,818;0;0,647;2,581;0;0,274
"860";0,636;7,541;1,476;2,439;2,531;26,931;5,94;40,293;0;2,046;5,481;0;4,684
"861";0,133;4,307;0,285;0,231;1,932;4,51;2,28;80,479;0;2,414;2,487;0;0,943
"862";0,094;0,429;0,391;0,107;22,394;2,69;1,76;44,304;0;0,263;25,851;0;1,717
"863";0,661;11,726;1,206;0,74;1,872;2,379;1,029;58,435;0;3,524;12,905;0;5,524
"864";0,261;1,614;0,881;0,24;3,203;11,368;22,346;48,894;0;0,593;7,335;0;3,264
"865";0,178;5,607;14,58;4,131;2,229;0,897;4,64;63,89;0;0,156;2,666;0;1,026
"866";0,659;3,344;0,852;1,495;8,4;5,261;0,48;75,251;0;0,266;2,905;0;1,088
"867";0,104;40,38;0,6;0,379;1,124;1,777;2,255;48,193;0;1,03;3,274;0;0,885
"868";0,102;0,684;0,514;0,359;39,707;3,9;4,382;43,981;0;0,332;3,335;0;2,705
"869";0,931;15,064;1,492;1,154;3,398;6,25;0,683;59,327;0;1,903;8,051;0;1,748
"870";0,875;1,202;0,645;0,141;1,171;2,349;0,487;64,507;0;0,23;26,687;0;1,705
"871";0,733;3,684;3,255;3,6;6,153;16,182;2,376;51,368;0;1,336;9,904;0;1,408
"872";0,878;4,473;15,421;0,255;2,965;6,786;0,442;64,835;0;0,219;3,315;0;0,409
"873";0,361;0,668;3,237;7,084;3,816;4,289;8,418;28,7;0;0,566;42,636;0;0,225
"874";1,109;4,539;2,643;8,63;6,476;3,369;1,583;59,288;0;0,866;7,066;0;4,431
"875";0,172;78,137;0,381;0,227;2,043;5,123;0,541;9,707;0;0,152;3,338;0;0,179
"876";0,689;9,952;3,163;4,744;2,886;24,918;0,408;42,307;0;0,057;10,552;0;0,324
"877";0,04;0,581;0,372;0,055;0,445;0,805;0,17;6,921;0;0,115;90,403;0;0,094
"878";0,178;1,292;0,298;0,146;1,641;0,565;0,651;93,931;0;0,053;0,949;0;0,297
"879";1,336;9,58;1,027;0,186;14,376;3,627;3,16;59,328;0;0,86;5,477;0;1,043
"880";0,375;11,416;2,618;0,214;21,606;3,057;0,401;38,225;0;0,774;20,239;0;1,076
"881";0,374;7,258;1,577;0,487;1,492;18,253;10,809;53,223;0;0,218;5,308;0;1,002
"882";0,28;4,182;2,083;0,355;35,533;5,681;5,944;40,89;0;0,49;3,914;0;0,648
"883";0,699;29,294;9,673;1,228;2,73;2,375;0,972;48,028;0;0,32;3,503;0;1,177
"884";0,669;4,832;3,555;0,204;25,296;8,837;0,763;42,175;0;0,599;12,296;0;0,774
"885";4,476;4,068;1,189;0,764;1,363;21,499;0,856;59,216;0;1,346;3,934;0;1,288
"886";0,2;0,686;0,422;0,105;0,535;0,943;0,167;77,048;0;0,037;19,669;0;0,189
"887";0,61;5,546;9,49;1,441;6,35;14,304;3,172;41,626;0;0,762;16,19;0;0,508
"888";0,286;11,687;1,002;0,172;1,999;2,025;0,165;68,175;0;0,123;13,922;0;0,443
"889";0,429;2,244;0,783;0,428;2,541;2,958;0,811;80,972;0;3,895;4,444;0;0,495
"890";0,247;1,851;8,636;0,077;7,87;3,04;0,363;72,625;0;0,808;3,606;0;0,877
"891";0,459;2,187;0,796;0,576;2,72;14,256;7,476;64,055;0;1,913;5,31;0;0,251
"892";0,788;6,917;1,557;0,199;3,263;7,509;1,709;61,312;0;0,367;15,669;0;0,711
"893";0,2;35,204;0,931;0,428;2,204;3,133;0;43,14;0;0,379;12,749;0;1,633
"894";1,851;17,763;2,355;0,129;1,359;10,548;5,891;54,249;0;0,106;3,873;0;1,877
"895";1,286;5,008;2,353;0,215;1,64;2,794;1,971;43,777;0;0,378;4,94;0;35,638
"896";0,079;0,503;0,26;0,079;0,612;1,514;1,357;89,63;0;1,696;3,939;0;0,331
"897";0,118;0,705;1,876;0,261;1,672;2,466;0,206;87,262;0;0,119;4,718;0;0,597
"898";0,253;3,035;3,598;0,53;8,793;5,776;0,431;72,987;0;0,379;3,731;0;0,487
"899";0,179;1,271;0,465;0,112;1,655;4,356;0,944;51,733;0;1,496;35,42;0;2,369
"900";0,848;2,24;4,31;15,865;4,242;5,842;2,672;60,555;0;0,708;2,103;0;0,616
"901";0,073;6,945;0,315;0,08;1,152;1,653;0,277;57,98;0;0,298;30,569;0;0,659
"902";2,128;4,001;1,019;0,325;8,566;4,944;8,303;62,709;0;0,337;6,005;0;1,663
"903";1,226;0,447;1,476;0,032;1,605;0,203;0,28;89,415;0;0,081;4,876;0;0,358
"904";0,256;4,777;0,466;0,633;1,466;0,942;0,784;83,255;0;0,14;5,113;0;2,167
"905";36,022;1,727;1,77;0,374;1,073;3,14;0,495;49,126;0;0,053;6,018;0;0,202
"906";0,327;31,625;1,099;0,152;0,912;3,949;1,093;57,014;0;0,073;2,857;0;0,899
"907";0,08;2,909;1,559;0,254;0,672;1,247;0,528;83,935;0;0,567;7,808;0;0,441
"908";0,404;4,737;3,724;0,475;1,571;5,018;0,641;52,219;0;2,401;28,245;0;0,566
"909";0,266;3,039;4,541;0,358;10,683;5,94;1,33;68,542;0;0,908;4,391;0;0
"910";3,764;0,612;0,156;0,032;72,995;1,367;0,125;19,381;0;0,149;1,339;0;0,08
"911";0,117;1,58;0,333;0,166;0,834;1,388;0,133;70,189;0;0,051;24,689;0;0,519
"912";0,499;1,496;1,435;0,066;1,938;3,81;0,522;76,92;0;10,54;1,705;0;1,069
"913";0,208;5,073;2,083;0,256;0,843;5,276;4,463;62,893;0;0,472;17,603;0;0,831
"914";0,493;7,615;0,261;0,124;4,137;1,004;0,317;78,796;0;0,803;5,824;0;0,627
"915";0,152;2,081;0,216;0,283;0,247;0,555;0,096;94,659;0;1,016;0,62;0;0,074
"916";0,13;1,956;0,461;0,242;0,934;1,084;7,604;38,502;0;0,534;48,131;0;0,424
"917";0,63;2,762;2,945;1,693;10,268;3,461;1,246;64,415;0;0,559;11,364;0;0,658
"918";0,301;10,489;0,959;0,176;1,943;1,279;8,74;58,288;0;0,187;16,463;0;1,175
"919";6,602;5,489;1,575;2,586;6,878;7,449;1,287;55,694;0;1,039;8,946;0;2,455
"920";0,251;3,055;0,452;0,296;20,664;1,224;5,431;64,331;0;0,748;1,993;0;1,555
"921";0,269;2,488;0,604;0,672;12,797;11,527;1,007;66,824;0;0,283;1,483;0;2,046
"922";0,267;1,12;0,903;0,289;3,092;1,932;25,15;61,233;0;0,16;2,498;0;3,357
"923";4,796;3,918;5,487;1,009;5,733;4,128;2,71;56,045;0;0,36;13,688;0;2,125
"924";0,302;1,256;1,459;1,326;3,726;10,099;7,465;66,357;0;0,317;6,19;0;1,503
"925";0,197;7,48;4,276;0,502;1,887;2,169;9,578;47,482;0;0,48;3,519;0;22,429
"926";3,026;1,764;5,907;0,15;8,708;2,87;0,317;70,279;0;5,16;1,592;0;0,229
"927";0,071;3,622;1,4;0,477;4,829;2,405;5,294;71,768;0;0,588;8,966;0;0,578
"928";0,268;2,637;3,251;0,57;4,045;5,546;1,018;75,528;0;0,214;4,813;0;2,11
"929";0,071;0,545;0,219;63,109;0,224;2,539;0,232;31,994;0;0,152;0,758;0;0,156
"930";0,141;2,501;4,498;1,186;1,208;1,995;0,407;64,676;0;0,594;22,444;0;0,351
"931";0,076;0,676;2,332;0,124;1,426;2,839;0,817;89,717;0;0,164;1,408;0;0,422
"932";0,389;14,063;0,956;0,187;6,926;4,921;3,352;47,873;0;0,381;19,983;0;0,968
"933";0,316;2,576;2,833;1,759;0,614;4,29;1,082;77,504;0;0,605;7,291;0;1,129
"934";2,287;25,22;3,17;0,33;5,717;7,39;4,432;41,5;0;1,54;6,941;0;1,473
"935";0,997;5,869;2,59;0,48;3,554;6,692;3,543;70,19;0;0,566;4,473;0;1,046
"936";4,534;1,683;7,393;0,337;1,884;3,286;0,685;76,383;0;0,812;2,784;0;0,219
"937";0,297;3,29;1,422;1,905;8,808;2,719;2,681;48,222;0;0,129;29,455;0;1,073
"938";2,204;6,094;2,85;0,198;7,81;26,852;2,012;39,044;0;0,932;11,727;0;0,278
"939";6,061;5,711;0,704;0,285;2,101;1,486;0,984;38,94;0;1,382;6,255;0;36,091
"940";0,953;1,606;2,271;0,252;7,448;8,835;1,075;66,793;0;4,699;4,911;0;1,158
"941";0,164;2,37;0,88;0,178;3,412;1,957;0,164;88,13;0;0,225;1,694;0;0,826
"942";2,456;1,912;0,287;0,191;0,997;0,94;6,411;83,596;0;0,143;2,801;0;0,268
"943";0,141;4,383;1,353;0,286;4,114;3,798;1,169;51,582;0;0,19;3,438;0;29,547
"944";0,919;4,503;1,243;0,117;3,559;4,97;2,461;75,953;0;0,342;5,203;0;0,73
"945";0,225;3,146;1,262;0,644;1,589;13,013;27,207;46,018;0;0,539;5,32;0;1,037
"946";0,082;0,227;0,056;0,631;0,188;0,703;0,017;97,304;0;0,04;0,648;0;0,103
"947";2,302;1,662;2,603;2,24;7,587;7,358;0,487;64,245;0;0,546;10,969;0;0
"948";1,077;2,74;3,835;0,162;17,632;28,08;1,113;40,701;0;0,583;2,993;0;1,083
"949";0,281;1,684;4,191;0,214;1,349;15,219;5,392;61,063;0;0,524;8,026;0;2,057
"950";0,152;3,302;1,62;0,499;3,382;10,335;2,705;63,939;0;6,434;5,454;0;2,178
"951";1,018;3,343;1,13;0,269;4,109;3,402;0,709;67,795;0;1,659;8,209;0;8,358
"952";0,697;8,123;4,363;2,886;2,336;4,392;1,298;36,571;0;0,308;13,194;0;25,832
"953";0,904;5,729;3,379;0,353;1,628;5,055;0,376;69,598;0;0,164;11,92;0;0,894
"954";0,267;1,094;0,383;0,754;1,837;1,071;1,086;89,585;0;0,191;3,375;0;0,354
"955";5,958;2,388;1,833;0,253;1,757;2,38;1;79,673;0;0,295;4,289;0;0,175
"956";0,147;6,924;4,917;0,381;3,649;2,638;0,925;75,318;0;1,559;2,273;0;1,269
"957";1,183;4,704;5,274;0,495;2,527;7,487;2,236;62,871;0;1,314;11,207;0;0,702
"958";0,281;0,808;1,056;0,088;5,55;4,585;1,137;82,985;0;0,137;2,616;0;0,759
"959";0,586;5,859;2,401;2,624;13,744;4,349;1,024;51,641;0;8,18;9,264;0;0,328
"960";0,271;3,999;1,082;0,527;2,154;15,317;5,314;65,568;0;0,719;4,403;0;0,646
"961";0,569;7,552;36,639;0,148;5,325;8,544;0,725;35,227;0;0,762;3,832;0;0,676
"962";0,35;5,349;3,299;0,302;4,89;6,129;6,566;64,974;0;0,646;7,195;0;0,3
"963";0,622;0,89;0,781;0,102;1,118;2,441;0,212;72,711;0;6,153;14,576;0;0,393
"964";0,624;0,79;1,303;0,023;1,673;1,726;1,854;88,228;0;0,046;1,908;0;1,827
"965";0,359;5,306;3,032;0,677;3,686;4,788;0,332;74,509;0;0,614;6,369;0;0,328
"966";0,083;5,479;0,377;0,186;1,656;3,891;0,827;82,625;0;0,563;3,16;0;1,153
"967";0,02;0,228;14,478;0,146;0,132;0,176;0,04;84,051;0;0,053;0,608;0;0,068
"968";0,484;2,814;3,488;0,151;3,343;3,947;2,403;70,7;0;0,263;11,725;0;0,682
"969";0,846;0,645;1,098;0,28;1,082;17,005;4,61;69,994;0;0,129;3,327;0;0,983
"970";0,101;0,918;0,84;0,755;3,823;7,67;1,056;83,1;0;0,159;1,31;0;0,269
"971";0,3;3,265;2,294;0,246;10,588;20,236;0,557;55,07;0;0,465;6,535;0;0,442
"972";0,28;4,527;7,836;1,584;3,753;20,518;5,878;45,32;0;0,215;6,364;0;3,724
"973";0,064;1,325;2,629;0,192;1,298;9,766;0,405;79,718;0;0,205;1,897;0;2,5
"974";0,135;3,292;2,602;0,302;1,491;3,009;1,661;83,471;0;0,448;3,108;0;0,479
"975";1,303;6,211;3,992;6,849;2,118;6,382;1,374;64,124;0;0,51;4,373;0;2,765
"976";0,374;5,431;1,523;0,353;10,296;4,756;10,559;42,938;0;0,459;19,923;0;3,388
"977";0,969;3,263;3,514;1,136;3,487;5,214;10,34;56,141;0;0,841;11,391;0;3,705
"978";0,225;1,106;2,807;0,57;9,514;3,213;0,13;26,875;0;3,697;4,41;0;47,452
"979";0,605;5,373;0,813;0,155;3,085;2,006;2,635;43,478;0;0,067;40,984;0;0,799
"980";0,034;0,853;0,36;0,323;0,412;57,659;0,065;38,491;0;0,089;1,618;0;0,095
"981";0,148;2,59;1,136;0,202;7,721;37,465;2,393;14,888;0;0,044;3,465;0;29,948
"982";0,254;0,202;0,332;0,097;1,829;1,607;0,705;85,905;0;7,089;1,306;0;0,674
"983";0,268;3,427;1,238;0,433;3,497;2,176;1,054;44,549;0;0,192;1,562;0;41,604
"984";1,891;2,28;1,007;0,765;2,986;3,968;2,106;78,988;0;0,448;3,837;0;1,725
"985";0,16;1,854;0,193;0,328;0,651;9,396;0,182;84,517;0;0,143;1,579;0;0,998
"986";0,03;10,762;0,219;0,174;1,253;6,498;0,147;9,18;0;0,038;2,68;0;69,019
"987";1,09;1,534;1,411;1,341;4,756;8,466;1,172;70,812;0;2,89;5,406;0;1,123
"988";0,199;3,078;10,047;0,365;1,436;3,28;5,687;71,314;0;0,529;3,48;0;0,585
"989";0,199;2,148;1,289;0,583;4,446;12,85;1,458;54,212;0;2,204;16,991;0;3,62
"990";0,067;0,722;0,205;3,124;0,232;1,091;0,349;93,367;0;0,074;0,633;0;0,136
"991";0,222;15,635;27,305;0,246;5,358;7,081;1,03;36,357;0;0,485;5,4;0;0,882
"992";0,126;0,751;5,769;0,035;45,33;0,913;0,112;26,476;0;0,651;19,637;0;0,2
"993";0,855;9,968;0,858;0,222;7,488;8,583;31,138;38,046;0;0,165;2,323;0;0,353
"994";0,005;0,154;0,069;0,019;0,16;0,2;0,041;98,677;0;0,012;0,654;0;0,01
"995";0,043;1,448;0,18;0,035;0,711;0,596;0,942;95,034;0;0,086;0,183;0;0,741
"996";0,911;1,105;1,387;0,424;3,412;37,251;0,906;49,742;0;0,966;3,07;0;0,826
"997";0,855;10,881;2,301;0,662;3,859;2,497;5,996;60,571;0;0,387;8,334;0;3,657
"998";0,336;1,341;1,389;0,554;2,715;2,16;0,378;84,155;0;0,159;6,813;0;0
"999";0,534;23,296;2,156;1,979;6,017;6,108;0,978;38,366;0;0,942;19,163;0;0,462
"1000";0,145;2,08;0,851;0,047;1,709;2,349;0,514;69,467;0;0,61;20,38;0;1,848
